league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
LaLiga,2223,Sevilla,Loïc Bade,FRA,DF,22,2000,19,16,1449,16.1,1,0,1,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06
LaLiga,2223,Sevilla,Lucas Ocampos,ARG,"MF,FW",28,1994,19,11,1165,12.9,4,0,4,1,3,3,7,0,0.31,0.0,0.31,0.08,0.08
LaLiga,2223,Sevilla,Manu Bueno,ESP,MF,18,2004,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Sevilla,Marcos Acuña,ARG,DF,30,1991,30,21,1912,21.2,3,2,5,3,0,0,10,3,0.14,0.09,0.24,0.14,0.24
LaLiga,2223,Sevilla,Marcão,BRA,DF,26,1996,5,4,375,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Sevilla,Marko Dmitrović,SRB,GK,30,1992,15,13,1269,14.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Sevilla,Nemanja Gudelj,SRB,"DF,MF",30,1991,34,31,2779,30.9,3,1,4,3,0,0,8,0,0.1,0.03,0.13,0.1,0.13
LaLiga,2223,Sevilla,Pape Gueye,SEN,MF,23,1999,16,15,1171,13.0,1,3,4,1,0,0,6,3,0.08,0.23,0.31,0.08,0.31
LaLiga,2223,Sevilla,Papu Gómez,ARG,MF,34,1988,19,11,1065,11.8,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17
LaLiga,2223,Sevilla,Pedro Ortiz,ESP,MF,21,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Sevilla,Rafa Mir,ESP,FW,25,1997,26,16,1298,14.4,6,0,6,6,0,0,1,0,0.42,0.0,0.42,0.42,0.42
LaLiga,2223,Sevilla,Suso,ESP,"MF,FW",28,1993,25,10,1065,11.8,2,4,6,2,0,0,1,0,0.17,0.34,0.51,0.17,0.51
LaLiga,2223,Sevilla,Tanguy Nianzou,FRA,DF,20,2002,19,16,1366,15.2,1,0,1,1,0,0,1,1,0.07,0.0,0.07,0.07,0.07
LaLiga,2223,Sevilla,Thomas Delaney,DEN,MF,30,1991,8,2,309,3.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Sevilla,Yassine Bounou,MAR,GK,31,1991,25,25,2151,23.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Sevilla,Youssef En-Nesyri,MAR,FW,25,1997,31,17,1661,18.5,8,1,9,8,0,0,4,0,0.43,0.05,0.49,0.43,0.49
LaLiga,2223,Sevilla,Érik Lamela,ARG,"MF,FW",30,1992,32,20,1844,20.5,6,0,6,6,0,0,10,1,0.29,0.0,0.29,0.29,0.29
LaLiga,2223,Sevilla,Óliver Torres,ESP,MF,27,1994,32,27,2137,23.7,3,1,4,3,0,0,2,0,0.13,0.04,0.17,0.13,0.17
LaLiga,2223,Valencia,Alberto Marí,ESP,FW,21,2001,5,0,86,1.0,1,0,1,1,0,0,1,0,1.05,0.0,1.05,1.05,1.05
LaLiga,2223,Valencia,Carlos Soler,ESP,MF,25,1997,3,3,242,2.7,1,0,1,0,1,1,0,0,0.37,0.0,0.37,0.0,0.0
LaLiga,2223,Valencia,Cenk Özkacar,TUR,DF,21,2000,17,14,1365,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valencia,Cristhian Mosquera,ESP,DF,18,2004,3,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valencia,Diego López,ESP,MF,20,2002,10,5,447,5.0,3,1,4,3,0,0,0,0,0.6,0.2,0.81,0.6,0.81
LaLiga,2223,Valencia,Dimitri Foulquier,FRA,DF,29,1993,30,17,1738,19.3,0,2,2,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1
LaLiga,2223,Valencia,Domingos André Ribeiro Almeida,POR,MF,22,2000,34,29,2539,28.2,2,4,6,2,0,0,3,0,0.07,0.14,0.21,0.07,0.21
LaLiga,2223,Valencia,Edinson Cavani,URU,FW,35,1987,25,20,1449,16.1,5,2,7,3,2,3,6,0,0.31,0.12,0.43,0.19,0.31
LaLiga,2223,Valencia,Eray Cömert,SUI,DF,24,1998,23,19,1672,18.6,1,0,1,1,0,0,5,1,0.05,0.0,0.05,0.05,0.05
LaLiga,2223,Valencia,Francisco Perez,ESP,MF,19,2002,7,0,141,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valencia,Gabriel Paulista,BRA,DF,31,1990,21,18,1504,16.7,1,0,1,1,0,0,4,2,0.06,0.0,0.06,0.06,0.06
LaLiga,2223,Valencia,Giorgi Mamardashvili,GEO,GK,21,2000,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valencia,Hugo Duro,ESP,FW,22,1999,30,12,1385,15.4,1,1,2,1,0,1,5,0,0.06,0.06,0.13,0.06,0.13
LaLiga,2223,Valencia,Hugo Guillamón,ESP,MF,22,2000,25,19,1632,18.1,1,4,5,0,1,1,5,0,0.06,0.22,0.28,0.0,0.22
LaLiga,2223,Valencia,Ilaix Moriba,GUI,MF,19,2003,24,10,1011,11.2,0,2,2,0,0,0,6,2,0.0,0.18,0.18,0.0,0.18
LaLiga,2223,Valencia,Javier Guerra,ESP,MF,19,2003,10,6,605,6.7,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15
LaLiga,2223,Valencia,Jesus Vazquez,ESP,DF,19,2003,10,3,310,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valencia,José Luis Gayà,ESP,DF,27,1995,31,31,2709,30.1,1,3,4,1,0,1,4,0,0.03,0.1,0.13,0.03,0.13
LaLiga,2223,Valencia,Justin Kluivert,NED,"FW,MF",23,1999,26,15,1447,16.1,6,0,6,5,1,1,4,0,0.37,0.0,0.37,0.31,0.31
LaLiga,2223,Valencia,Marcos André,BRA,FW,25,1996,17,3,447,5.0,1,0,1,1,0,0,2,1,0.2,0.0,0.2,0.2,0.2
LaLiga,2223,Valencia,Maxi Gómez,URU,FW,25,1996,3,0,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valencia,Mouctar Diakhaby,GUI,DF,25,1996,29,28,2446,27.2,3,0,3,3,0,0,7,1,0.11,0.0,0.11,0.11,0.11
LaLiga,2223,Valencia,Nicolás González,ESP,MF,20,2002,26,18,1405,15.6,1,1,2,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13
LaLiga,2223,Valencia,Samu Castillejo,ESP,"FW,MF",27,1995,25,17,1362,15.1,4,0,4,4,0,0,7,0,0.26,0.0,0.26,0.26,0.26
LaLiga,2223,Valencia,Samuel Lino,BRA,"FW,MF",22,1999,38,33,2887,32.1,6,1,7,6,0,0,4,0,0.19,0.03,0.22,0.19,0.22
LaLiga,2223,Valencia,Thierry Correia,POR,DF,23,1999,27,24,2009,22.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valencia,Toni Lato,ESP,"DF,MF",24,1997,24,9,914,10.2,1,0,1,1,0,0,1,0,0.1,0.0,0.1,0.1,0.1
LaLiga,2223,Valencia,Yunus Musah,USA,MF,19,2002,33,26,2110,23.4,0,2,2,0,0,0,10,1,0.0,0.09,0.09,0.0,0.09
LaLiga,2223,Valladolid,Anuar,MAR,"MF,FW",27,1995,3,3,210,2.3,1,0,1,1,0,0,1,0,0.43,0.0,0.43,0.43,0.43
LaLiga,2223,Valladolid,Babatunde Akinsola,NGA,MF,19,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Cyle Larin,CAN,FW,27,1995,19,16,1469,16.3,8,3,11,6,2,2,4,0,0.49,0.18,0.67,0.37,0.55
LaLiga,2223,Valladolid,Darwin Machís,VEN,"MF,FW",29,1993,11,7,599,6.7,0,1,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15
LaLiga,2223,Valladolid,David Torres,ESP,DF,19,2003,7,2,385,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Gonzalo Plata,ECU,"FW,MF",21,2000,34,26,2302,25.6,1,5,6,1,0,0,1,0,0.04,0.2,0.23,0.04,0.23
LaLiga,2223,Valladolid,Iván Fresneda,ESP,"DF,MF",17,2004,22,18,1743,19.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Iván Sánchez,ESP,"MF,FW",29,1992,25,13,1154,12.8,1,1,2,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16
LaLiga,2223,Valladolid,Javi Sánchez,ESP,DF,25,1997,32,28,2392,26.6,1,0,1,1,0,0,11,0,0.04,0.0,0.04,0.04,0.04
LaLiga,2223,Valladolid,Jawad El Yamiq,MAR,DF,30,1992,25,19,1608,17.9,1,0,1,1,0,0,1,1,0.06,0.0,0.06,0.06,0.06
LaLiga,2223,Valladolid,Joaquín Fernández,ESP,DF,26,1996,27,24,2156,24.0,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04
LaLiga,2223,Valladolid,Jordi Masip,ESP,GK,33,1989,28,28,2507,27.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Juanjo Narváez,COL,MF,27,1995,5,1,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Kenedy,BRA,FW,26,1996,12,2,275,3.1,0,1,1,0,0,0,3,0,0.0,0.33,0.33,0.0,0.33
LaLiga,2223,Valladolid,Kike Pérez,ESP,MF,25,1997,36,28,2307,25.6,1,2,3,1,0,0,9,0,0.04,0.08,0.12,0.04,0.12
LaLiga,2223,Valladolid,Lucas Olaza,URU,DF,28,1994,23,16,1494,16.6,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06
LaLiga,2223,Valladolid,Lucas Oliveira Rosa,BRA,"DF,MF",22,2000,17,11,931,10.3,0,1,1,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1
LaLiga,2223,Valladolid,Luis Pérez,ESP,"DF,MF",27,1995,18,15,1213,13.5,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
LaLiga,2223,Valladolid,Manuel Pozo,ESP,FW,20,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Martin Hongla,CMR,"DF,MF",24,1998,16,15,1306,14.5,0,0,0,0,0,0,7,2,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Mickael Malsa,MTQ,MF,26,1995,5,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Monchu,ESP,MF,22,1999,33,23,2031,22.6,3,2,5,3,0,0,10,0,0.13,0.09,0.22,0.13,0.22
LaLiga,2223,Valladolid,Roberto Arroyo,ESP,FW,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Roque Mesa,ESP,MF,33,1989,29,20,1617,18.0,2,1,3,2,0,0,11,1,0.11,0.06,0.17,0.11,0.17
LaLiga,2223,Valladolid,Selim Amallah,MAR,"MF,FW",25,1996,7,3,267,3.0,2,1,3,2,0,0,2,1,0.67,0.34,1.01,0.67,1.01
LaLiga,2223,Valladolid,Sergi Guardiola,ESP,FW,31,1991,14,8,502,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Sergio Asenjo,ESP,GK,33,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Sergio Escudero,ESP,"DF,MF",32,1989,23,17,1439,16.0,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06
LaLiga,2223,Valladolid,Sergio León,ESP,FW,33,1989,29,14,1334,14.8,6,1,7,5,1,2,0,1,0.4,0.07,0.47,0.34,0.4
LaLiga,2223,Valladolid,Shon Weissman,ISR,FW,26,1996,15,6,747,8.3,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12
LaLiga,2223,Valladolid,Sékou Gassama,SEN,FW,27,1995,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Toni Villa,ESP,MF,27,1995,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Zouhair Feddal,MAR,DF,33,1989,8,4,375,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Álvaro Aceves,ESP,GK,19,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Valladolid,Álvaro Aguado,ESP,MF,26,1996,34,18,1888,21.0,1,2,3,1,0,0,4,0,0.05,0.1,0.14,0.05,0.14
LaLiga,2223,Valladolid,Óscar Plano,ESP,"MF,FW",31,1991,33,22,2038,22.6,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09
LaLiga,2223,Villarreal,Alberto Del Moral,ESP,MF,22,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Alberto Moreno,ESP,DF,30,1992,24,14,1296,14.4,0,1,1,0,0,0,7,0,0.0,0.07,0.07,0.0,0.07
LaLiga,2223,Villarreal,Alex Baena,ESP,"MF,FW",21,2001,35,19,1947,21.6,6,2,8,6,0,0,13,1,0.28,0.09,0.37,0.28,0.37
LaLiga,2223,Villarreal,Alfonso Pedraza,ESP,DF,26,1996,26,20,1633,18.1,0,3,3,0,0,0,5,0,0.0,0.17,0.17,0.0,0.17
LaLiga,2223,Villarreal,Arnaut Danjuma,NED,FW,25,1997,10,6,479,5.3,2,0,2,1,1,1,0,0,0.38,0.0,0.38,0.19,0.19
LaLiga,2223,Villarreal,Aïssa Mandi,ALG,DF,30,1991,21,16,1461,16.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Daniel Parejo,ESP,MF,33,1989,37,37,3285,36.5,3,4,7,1,2,4,6,0,0.08,0.11,0.19,0.03,0.14
LaLiga,2223,Villarreal,Diego Collado,ESP,"FW,MF",21,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Fernando Niño,ESP,FW,21,2000,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Filip Jørgensen,DEN,GK,20,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Francis Coquelin,FRA,MF,31,1991,16,9,748,8.3,1,0,1,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12
LaLiga,2223,Villarreal,Gerard Moreno,ESP,FW,30,1992,21,14,1230,13.7,7,3,10,6,1,2,4,0,0.51,0.22,0.73,0.44,0.66
LaLiga,2223,Villarreal,Gerónimo Rulli,ARG,GK,30,1992,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Giovani Lo Celso,ARG,"MF,FW",26,1996,22,14,1126,12.5,2,3,5,2,0,0,3,0,0.16,0.24,0.4,0.16,0.4
LaLiga,2223,Villarreal,Haissem Hassan,EGY,MF,20,2002,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Johan Mojica,COL,DF,29,1992,17,5,642,7.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Jorge Cuenca,ESP,DF,22,1999,10,5,506,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,José Luis Morales,ESP,FW,35,1987,29,11,1211,13.5,7,0,7,7,0,0,2,0,0.52,0.0,0.52,0.52,0.52
LaLiga,2223,Villarreal,Juan Foyth,ARG,DF,24,1998,24,22,1958,21.8,1,0,1,1,0,0,6,0,0.05,0.0,0.05,0.05,0.05
LaLiga,2223,Villarreal,Kiko Femenía,ESP,DF,31,1991,20,13,1133,12.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Mamadou Fall,SEN,DF,19,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Manu Morlanes,ESP,MF,23,1999,4,2,158,1.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Manu Trigueros,ESP,MF,30,1991,23,8,828,9.2,0,1,1,0,0,0,2,1,0.0,0.11,0.11,0.0,0.11
LaLiga,2223,Villarreal,Nicolas Jackson,SEN,FW,21,2001,26,16,1598,17.8,12,4,16,12,0,0,6,1,0.68,0.23,0.9,0.68,0.9
LaLiga,2223,Villarreal,Pascu,ESP,FW,19,2003,2,0,10,0.1,1,0,1,1,0,0,0,0,9.0,0.0,9.0,9.0,9.0
LaLiga,2223,Villarreal,Pau Torres,ESP,DF,25,1997,34,34,3054,33.9,1,0,1,1,0,0,10,0,0.03,0.0,0.03,0.03,0.03
LaLiga,2223,Villarreal,Pepe Reina,ESP,GK,39,1982,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Ramón Terrats,ESP,MF,21,2000,16,11,816,9.1,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22
LaLiga,2223,Villarreal,Raúl Albiol,ESP,DF,36,1985,25,24,2119,23.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
LaLiga,2223,Villarreal,Samuel Chukwueze,NGA,"FW,MF",23,1999,37,27,2339,26.0,6,5,11,6,0,0,1,0,0.23,0.19,0.42,0.23,0.42
LaLiga,2223,Villarreal,Yeremi Pino,ESP,"MF,FW",19,2002,36,31,2447,27.2,4,6,10,4,0,0,8,0,0.15,0.22,0.37,0.15,0.37
LaLiga,2223,Villarreal,Étienne Capoue,FRA,MF,34,1988,28,22,1955,21.7,3,0,3,3,0,0,4,0,0.14,0.0,0.14,0.14,0.14
