league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
EPL,2223,Nottingham Forest,Jesse Lingard,ENG,"MF,FW",29,1992,17,12,923,10.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Nottingham Forest,Joe Worrall,ENG,DF,25,1997,30,21,2224,24.7,1,0,1,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04
EPL,2223,Nottingham Forest,Jonjo Shelvey,ENG,MF,30,1992,8,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Nottingham Forest,Keylor Navas,CRC,GK,35,1986,17,17,1529,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Nottingham Forest,Lewis O'Brien,ENG,MF,23,1998,13,6,584,6.5,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15
EPL,2223,Nottingham Forest,Morgan Gibbs-White,ENG,"MF,FW",22,2000,35,34,2971,33.0,5,8,13,3,2,2,5,0,0.15,0.24,0.39,0.09,0.33
EPL,2223,Nottingham Forest,Moussa Niakhate,SEN,DF,26,1996,14,14,1163,12.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Nottingham Forest,Neco Williams,WAL,"DF,MF",21,2001,31,20,1882,20.9,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05
EPL,2223,Nottingham Forest,Orel Mangala,BEL,MF,24,1998,27,20,1550,17.2,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12
EPL,2223,Nottingham Forest,Remo Freuler,SUI,MF,30,1992,28,24,2161,24.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Nottingham Forest,Renan Lodi,BRA,"DF,MF",24,1998,28,26,2214,24.6,0,1,1,0,0,0,7,0,0.0,0.04,0.04,0.0,0.04
EPL,2223,Nottingham Forest,Ryan Yates,ENG,MF,24,1997,26,21,1837,20.4,0,2,2,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1
EPL,2223,Nottingham Forest,Sam Surridge,ENG,FW,24,1998,20,1,323,3.6,1,0,1,1,0,0,2,0,0.28,0.0,0.28,0.28,0.28
EPL,2223,Nottingham Forest,Scott McKenna,SCO,DF,25,1996,20,19,1571,17.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Nottingham Forest,Serge Aurier,CIV,"DF,MF",29,1992,24,22,1943,21.6,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05
EPL,2223,Nottingham Forest,Steve Cook,ENG,DF,31,1991,12,11,957,10.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Nottingham Forest,Taiwo Awoniyi,NGA,FW,24,1997,27,17,1404,15.6,10,1,11,10,0,0,2,0,0.64,0.06,0.71,0.64,0.71
EPL,2223,Nottingham Forest,Wayne Hennessey,WAL,GK,35,1987,4,3,271,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Nottingham Forest,Willy Boly,CIV,DF,31,1991,11,9,685,7.6,0,1,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13
EPL,2223,Southampton,Adam Armstrong,ENG,"MF,FW",25,1997,30,14,1335,14.8,2,1,3,2,0,0,2,0,0.13,0.07,0.2,0.13,0.2
EPL,2223,Southampton,Ainsley Maitland-Niles,ENG,"DF,MF",24,1997,22,13,1407,15.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Alex McCarthy,ENG,GK,32,1989,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Armel Bella Kotchap,GER,DF,20,2001,24,24,1879,20.9,0,2,2,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1
EPL,2223,Southampton,Carlos Alcaraz,ARG,"MF,FW",19,2002,18,13,1029,11.4,4,2,6,4,0,0,3,0,0.35,0.17,0.52,0.35,0.52
EPL,2223,Southampton,Che Adams,SCO,FW,26,1996,28,23,1992,22.1,5,3,8,5,0,0,1,0,0.23,0.14,0.36,0.23,0.36
EPL,2223,Southampton,Dominic Ballard,ENG,FW,17,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Duje Ćaleta-Car,CRO,DF,25,1996,13,9,946,10.5,1,0,1,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1
EPL,2223,Southampton,Gavin Bazunu,IRL,GK,20,2002,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Ibrahima Diallo,FRA,MF,23,1999,18,11,819,9.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Jack Stephens,ENG,DF,28,1994,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,James Bree,ENG,DF,24,1997,5,4,367,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,James Ward-Prowse,ENG,MF,27,1994,38,38,3371,37.5,9,4,13,7,2,4,6,0,0.24,0.11,0.35,0.19,0.29
EPL,2223,Southampton,Jan Bednarek,POL,DF,26,1996,20,20,1672,18.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Joe Aribo,NGA,"MF,FW",26,1996,21,13,1224,13.6,2,0,2,2,0,0,2,0,0.15,0.0,0.15,0.15,0.15
EPL,2223,Southampton,Juan Larios,ESP,DF,18,2004,5,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",20,2002,18,10,966,10.7,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28
EPL,2223,Southampton,Kami Doyle,ENG,MF,16,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Kyle Walker-Peters,ENG,"DF,MF",25,1997,31,30,2650,29.4,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03
EPL,2223,Southampton,Lyanco,BRA,DF,25,1997,21,11,1180,13.1,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15
EPL,2223,Southampton,Mislav Oršić,CRO,"FW,MF",29,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Mohamed Elyounoussi,NOR,MF,27,1994,33,27,2168,24.1,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08
EPL,2223,Southampton,Mohammed Salisu,GHA,DF,23,1999,22,21,1973,21.9,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05
EPL,2223,Southampton,Moussa Djenepo,MLI,"DF,MF",24,1998,16,7,710,7.9,0,2,2,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25
EPL,2223,Southampton,Nathan Redmond,ENG,"FW,MF",28,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Oriol Romeu,ESP,MF,30,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Paul Onuachu,NGA,FW,28,1994,11,4,407,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Romain Perraud,FRA,DF,24,1997,29,22,1835,20.4,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2
EPL,2223,Southampton,Roméo Lavia,BEL,MF,18,2004,29,26,2221,24.7,1,0,1,1,0,0,9,0,0.04,0.0,0.04,0.04,0.04
EPL,2223,Southampton,Samuel Amo-Ameyaw,ENG,"FW,MF",16,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Samuel Edozie,ENG,"MF,FW",19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Sekou Mara,FRA,FW,20,2002,22,4,555,6.2,1,2,3,1,0,0,1,0,0.16,0.32,0.49,0.16,0.49
EPL,2223,Southampton,Stuart Armstrong,SCO,MF,30,1992,32,14,1408,15.6,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19
EPL,2223,Southampton,Theo Walcott,ENG,"MF,FW",33,1989,20,13,1129,12.5,2,2,4,2,0,0,1,0,0.16,0.16,0.32,0.16,0.32
EPL,2223,Southampton,Valentino Livramento,ENG,"DF,MF",19,2002,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Southampton,Yan Valery,TUN,DF,23,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Tottenham Hotspur,Arnaut Danjuma,NED,MF,25,1997,9,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53
EPL,2223,Tottenham Hotspur,Ben Davies,WAL,"DF,MF",29,1993,31,26,2288,25.4,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16
EPL,2223,Tottenham Hotspur,Bryan Gil,ESP,"MF,FW",21,2001,4,2,148,1.6,0,1,1,0,0,0,1,0,0.0,0.61,0.61,0.0,0.61
EPL,2223,Tottenham Hotspur,Clément Lenglet,FRA,DF,27,1995,26,24,2019,22.4,0,2,2,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09
EPL,2223,Tottenham Hotspur,Cristian Romero,ARG,DF,24,1998,27,26,2364,26.3,0,1,1,0,0,0,11,1,0.0,0.04,0.04,0.0,0.04
EPL,2223,Tottenham Hotspur,Davinson Sánchez,COL,DF,26,1996,18,8,858,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Tottenham Hotspur,Dejan Kulusevski,SWE,"MF,FW",22,2000,30,23,2067,23.0,2,7,9,2,0,0,2,0,0.09,0.3,0.39,0.09,0.39
EPL,2223,Tottenham Hotspur,Djed Spence,ENG,"DF,MF",21,2000,4,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Tottenham Hotspur,Emerson,BRA,"MF,DF",23,1999,26,20,1735,19.3,2,1,3,2,0,0,2,1,0.1,0.05,0.16,0.1,0.16
EPL,2223,Tottenham Hotspur,Eric Dier,ENG,DF,28,1994,33,31,2818,31.3,2,1,3,2,0,0,3,0,0.06,0.03,0.1,0.06,0.1
EPL,2223,Tottenham Hotspur,Fraser Forster,ENG,GK,34,1988,14,13,1215,13.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Tottenham Hotspur,George Abbott,ENG,MF,16,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Tottenham Hotspur,Harry Kane,ENG,FW,29,1993,38,38,3405,37.8,30,3,33,25,5,6,6,0,0.79,0.08,0.87,0.66,0.74
EPL,2223,Tottenham Hotspur,Harvey White,ENG,MF,20,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Tottenham Hotspur,Hugo Lloris,FRA,GK,35,1986,25,25,2205,24.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Tottenham Hotspur,Ivan Perišić,CRO,MF,33,1989,34,23,2108,23.4,1,8,9,1,0,0,6,0,0.04,0.34,0.38,0.04,0.38
EPL,2223,Tottenham Hotspur,Japhet Tanganga,ENG,DF,23,1999,4,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Tottenham Hotspur,Lucas Moura,BRA,"FW,MF",29,1992,15,0,153,1.7,1,0,1,1,0,0,0,1,0.59,0.0,0.59,0.59,0.59
EPL,2223,Tottenham Hotspur,Matt Doherty,IRL,MF,30,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13
EPL,2223,Tottenham Hotspur,Matthew Craig,SCO,MF,19,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Tottenham Hotspur,Oliver Skipp,ENG,MF,21,2000,23,18,1491,16.6,1,0,1,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06
EPL,2223,Tottenham Hotspur,Pape Matar Sarr,SEN,MF,19,2002,11,2,218,2.4,0,1,1,0,0,0,1,0,0.0,0.41,0.41,0.0,0.41
EPL,2223,Tottenham Hotspur,Pedro Porro,ESP,MF,22,1999,15,13,1131,12.6,3,3,6,3,0,0,0,0,0.24,0.24,0.48,0.24,0.48
EPL,2223,Tottenham Hotspur,Pierre Højbjerg,DEN,MF,26,1995,35,35,3131,34.8,4,5,9,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26
EPL,2223,Tottenham Hotspur,Richarlison,BRA,"MF,FW",25,1997,27,12,1010,11.2,1,3,4,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36
EPL,2223,Tottenham Hotspur,Rodrigo Bentancur,URU,MF,25,1997,18,17,1500,16.7,5,2,7,5,0,0,8,0,0.3,0.12,0.42,0.3,0.42
EPL,2223,Tottenham Hotspur,Ryan Sessegnon,ENG,"MF,DF",22,2000,17,9,813,9.0,2,0,2,2,0,0,4,0,0.22,0.0,0.22,0.22,0.22
EPL,2223,Tottenham Hotspur,Son Heung-min,KOR,"MF,FW",30,1992,36,33,2888,32.1,10,6,16,10,0,0,2,0,0.31,0.19,0.5,0.31,0.5
EPL,2223,Tottenham Hotspur,Yves Bissouma,MLI,MF,25,1996,23,10,1010,11.2,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,West Ham United,Aaron Cresswell,ENG,DF,32,1989,28,24,2235,24.8,0,1,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04
EPL,2223,West Ham United,Alphonse Areola,FRA,GK,29,1993,5,2,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,West Ham United,Angelo Ogbonna,ITA,DF,34,1988,16,13,1237,13.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,West Ham United,Ben Johnson,ENG,"DF,MF",22,2000,17,9,866,9.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,West Ham United,Conor Coventry,IRL,MF,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,West Ham United,Craig Dawson,ENG,DF,32,1990,8,8,720,8.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,West Ham United,Danny Ings,ENG,FW,30,1992,17,7,775,8.6,2,2,4,2,0,0,1,0,0.23,0.23,0.46,0.23,0.46
EPL,2223,West Ham United,Declan Rice,ENG,MF,23,1999,37,36,3273,36.4,4,1,5,4,0,1,5,0,0.11,0.03,0.14,0.11,0.14
EPL,2223,West Ham United,Divin Mubama,ENG,FW,17,2004,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,West Ham United,Emerson Palmieri,ITA,"MF,DF",27,1994,22,16,1320,14.7,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07
EPL,2223,West Ham United,Flynn Downes,ENG,MF,23,1999,21,7,762,8.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,West Ham United,Gianluca Scamacca,ITA,FW,23,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,0.29,0.0,0.29,0.29,0.29
EPL,2223,West Ham United,Jarrod Bowen,ENG,"MF,FW",25,1996,38,36,3233,35.9,6,5,11,5,1,2,2,0,0.17,0.14,0.31,0.14,0.28
EPL,2223,West Ham United,Kurt Zouma,FRA,DF,27,1994,25,24,1989,22.1,2,0,2,2,0,0,0,0,0.09,0.0,0.09,0.09,0.09
EPL,2223,West Ham United,Lucas Paquetá,BRA,MF,24,1997,28,27,2151,23.9,4,3,7,3,1,1,5,0,0.17,0.13,0.29,0.13,0.25
EPL,2223,West Ham United,Manuel Lanzini,ARG,MF,29,1993,10,2,252,2.8,1,0,1,1,0,0,0,0,0.36,0.0,0.36,0.36,0.36
EPL,2223,West Ham United,Maxwel Cornet,CIV,MF,25,1996,14,2,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,West Ham United,Michail Antonio,JAM,FW,32,1990,33,21,1829,20.3,5,3,8,5,0,0,2,0,0.25,0.15,0.39,0.25,0.39
EPL,2223,West Ham United,Nayef Aguerd,MAR,DF,26,1996,18,17,1595,17.7,2,0,2,2,0,0,4,0,0.11,0.0,0.11,0.11,0.11
EPL,2223,West Ham United,Pablo Fornals,ESP,MF,26,1996,32,17,1503,16.7,3,1,4,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24
EPL,2223,West Ham United,Saïd Benrahma,ALG,"MF,FW",26,1995,35,22,2069,23.0,6,3,9,2,4,4,0,0,0.26,0.13,0.39,0.09,0.22
EPL,2223,West Ham United,Thilo Kehrer,GER,DF,25,1996,27,25,2230,24.8,0,2,2,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08
EPL,2223,West Ham United,Tomáš Souček,CZE,MF,27,1995,36,32,2815,31.3,2,3,5,2,0,0,3,0,0.06,0.1,0.16,0.06,0.16
EPL,2223,West Ham United,Vladimír Coufal,CZE,"DF,MF",29,1992,27,24,2136,23.7,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04
EPL,2223,West Ham United,Łukasz Fabiański,POL,GK,37,1985,36,36,3111,34.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Adama Traoré,ESP,"MF,FW",26,1996,34,12,1496,16.6,2,1,3,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18
EPL,2223,Wolves,Boubacar Traoré,MLI,MF,20,2001,10,4,411,4.6,0,1,1,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22
EPL,2223,Wolves,Chem Campbell,WAL,"FW,MF",19,2002,5,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Connor Ronan,IRL,MF,24,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Craig Dawson,ENG,DF,32,1990,17,17,1414,15.7,1,0,1,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06
EPL,2223,Wolves,Daniel Bentley,ENG,GK,29,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Daniel Podence,POR,"MF,FW",26,1995,32,20,1771,19.7,6,0,6,6,0,0,5,0,0.3,0.0,0.3,0.3,0.3
EPL,2223,Wolves,Dexter Lembikisa,JAM,"DF,MF",18,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Diego Costa,ESP,FW,33,1988,23,16,1241,13.8,1,0,1,1,0,0,5,1,0.07,0.0,0.07,0.07,0.07
EPL,2223,Wolves,Gonçalo Guedes,POR,"FW,MF",25,1996,13,8,707,7.9,1,1,2,1,0,0,1,0,0.13,0.13,0.25,0.13,0.25
EPL,2223,Wolves,Hugo Bueno,ESP,DF,19,2002,21,16,1310,14.6,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07
EPL,2223,Wolves,Hwang Hee-chan,KOR,"FW,MF",26,1996,27,12,1130,12.6,3,1,4,3,0,0,1,0,0.24,0.08,0.32,0.24,0.32
EPL,2223,Wolves,Jonny Castro,ESP,DF,28,1994,18,14,1261,14.0,1,0,1,1,0,0,3,1,0.07,0.0,0.07,0.07,0.07
EPL,2223,Wolves,Joseph Hodge,IRL,MF,19,2002,6,1,175,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,José Sá,POR,GK,29,1993,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,João Gomes,BRA,MF,21,2001,11,7,653,7.3,1,0,1,1,0,0,5,0,0.14,0.0,0.14,0.14,0.14
EPL,2223,Wolves,João Moutinho,POR,MF,35,1986,31,20,1780,19.8,0,2,2,0,0,0,3,0,0.0,0.1,0.1,0.0,0.1
EPL,2223,Wolves,Leander Dendoncker,BEL,MF,27,1995,4,2,214,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Mario Lemina,GAB,MF,28,1993,19,17,1299,14.4,0,1,1,0,0,0,4,1,0.0,0.07,0.07,0.0,0.07
EPL,2223,Wolves,Matheus Cunha,BRA,FW,23,1999,17,12,965,10.7,2,0,2,2,0,0,1,0,0.19,0.0,0.19,0.19,0.19
EPL,2223,Wolves,Matheus Nunes,POR,MF,23,1998,34,30,2467,27.4,1,1,2,1,0,0,2,1,0.04,0.04,0.07,0.04,0.07
EPL,2223,Wolves,Max Kilman,ENG,DF,25,1997,37,37,3307,36.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Morgan Gibbs-White,ENG,MF,22,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Nathan Collins,IRL,DF,21,2001,26,19,1814,20.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Nélson Semedo,POR,DF,28,1993,36,31,2632,29.2,0,1,1,0,0,0,11,1,0.0,0.03,0.03,0.0,0.03
EPL,2223,Wolves,Pablo Sarabia,ESP,"MF,FW",30,1992,13,9,765,8.5,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12
EPL,2223,Wolves,Pedro Neto,POR,"MF,FW",22,2000,18,13,964,10.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Rayan Aït-Nouri,ALG,"DF,MF",21,2001,21,9,1076,12.0,1,0,1,1,0,0,4,0,0.08,0.0,0.08,0.08,0.08
EPL,2223,Wolves,Raúl Jiménez,MEX,FW,31,1991,15,8,846,9.4,0,1,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11
EPL,2223,Wolves,Rúben Neves,POR,MF,25,1997,35,33,3019,33.5,6,1,7,3,3,3,12,0,0.18,0.03,0.21,0.09,0.12
EPL,2223,Wolves,Sasa Kalajdzic,AUT,FW,25,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
EPL,2223,Wolves,Toti Gomes,POR,DF,23,1999,17,10,984,10.9,1,0,1,1,0,0,6,0,0.09,0.0,0.09,0.09,0.09
