league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
Bundesliga,2223,Augsburg,Frederik Winther,DEN,DF,21,2001,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0
Bundesliga,2223,Augsburg,Fredrik Jensen,FIN,"FW,MF",24,1997,20,8,924,10.3,2,1,3,2,0,0,1,0,0.19,0.1,0.29,0.19,0.29
Bundesliga,2223,Augsburg,Iago,BRA,"DF,MF",25,1997,22,19,1600,17.8,0,2,2,0,0,0,6,1,0.0,0.11,0.11,0.0,0.11
Bundesliga,2223,Augsburg,Irvin Cardona,MLT,"FW,MF",24,1997,10,0,318,3.5,1,0,1,1,0,0,2,0,0.28,0.0,0.28,0.28,0.28
Bundesliga,2223,Augsburg,Jeffrey Gouweleeuw,NED,DF,31,1991,32,32,2795,31.1,0,1,1,0,0,0,12,0,0.0,0.03,0.03,0.0,0.03
Bundesliga,2223,Augsburg,Julian Baumgartlinger,AUT,MF,34,1988,16,3,554,6.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Kelvin Yeboah,ITA,FW,22,2000,13,3,353,3.9,1,1,2,1,0,0,0,0,0.25,0.25,0.51,0.25,0.51
Bundesliga,2223,Augsburg,Lukas Petkov,BUL,"FW,MF",21,2000,7,0,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Mads Pedersen,DEN,"DF,MF",25,1996,28,20,1838,20.4,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Maximilian Bauer,GER,DF,22,2000,27,20,1846,20.5,0,1,1,0,0,0,8,0,0.0,0.05,0.05,0.0,0.05
Bundesliga,2223,Augsburg,Mergim Berisha,GER,FW,24,1998,23,20,1679,18.7,9,4,13,6,3,4,9,1,0.48,0.21,0.7,0.32,0.54
Bundesliga,2223,Augsburg,Nathanael Mbuku,COD,MF,20,2002,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Niklas Dorsch,GER,MF,24,1998,11,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Noah Joel Sarenren Bazee,NGA,"FW,MF",25,1996,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Ohis Felix Uduokhai,GER,DF,24,1997,19,16,1450,16.1,0,1,1,0,0,0,3,1,0.0,0.06,0.06,0.0,0.06
Bundesliga,2223,Augsburg,Rafał Gikiewicz,POL,GK,34,1987,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Raphael Framberger,GER,"MF,DF",26,1995,3,2,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Reece Oxford,ENG,DF,23,1998,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Renato Veiga,POR,DF,19,2003,13,7,639,7.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Ricardo Pepi,USA,FW,19,2003,4,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Augsburg,Robert Gumny,POL,DF,24,1998,29,23,2015,22.4,1,2,3,1,0,0,5,1,0.04,0.09,0.13,0.04,0.13
Bundesliga,2223,Augsburg,Ruben Vargas,SUI,MF,23,1998,23,13,1130,12.6,3,4,7,3,0,0,4,0,0.24,0.32,0.56,0.24,0.56
Bundesliga,2223,Augsburg,Tomáš Koubek,CZE,GK,29,1992,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,Alphonso Davies,CAN,"DF,MF",21,2000,26,24,2042,22.7,1,4,5,1,0,0,0,0,0.04,0.18,0.22,0.04,0.22
Bundesliga,2223,Bayern Munich,Arijon Ibrahimović,GER,MF,16,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,Benjamin Pavard,FRA,DF,26,1996,30,27,2431,27.0,4,1,5,4,0,0,6,0,0.15,0.04,0.19,0.15,0.19
Bundesliga,2223,Bayern Munich,Bouna Sarr,SEN,"DF,MF",30,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,Daley Blind,NED,DF,32,1990,4,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,Dayot Upamecano,FRA,DF,23,1998,29,27,2348,26.1,0,1,1,0,0,0,6,1,0.0,0.04,0.04,0.0,0.04
Bundesliga,2223,Bayern Munich,Eric Maxim Choupo-Moting,CMR,FW,33,1989,19,14,1112,12.4,10,2,12,10,0,1,0,0,0.81,0.16,0.97,0.81,0.97
Bundesliga,2223,Bayern Munich,Gabriel Vidovic,CRO,MF,18,2003,1,0,19,0.2,0,1,1,0,0,0,0,0,0.0,4.74,4.74,0.0,4.74
Bundesliga,2223,Bayern Munich,Jamal Musiala,GER,MF,19,2003,33,26,2198,24.4,12,10,22,12,0,0,1,0,0.49,0.41,0.9,0.49,0.9
Bundesliga,2223,Bayern Munich,Joshua Kimmich,GER,MF,27,1995,33,32,2809,31.2,5,6,11,4,1,1,6,1,0.16,0.19,0.35,0.13,0.32
Bundesliga,2223,Bayern Munich,Josip Stanišić,CRO,DF,22,2000,14,4,579,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,João Cancelo,POR,"DF,MF",28,1994,15,11,1012,11.2,1,4,5,1,0,0,3,0,0.09,0.36,0.44,0.09,0.44
Bundesliga,2223,Bayern Munich,Kingsley Coman,FRA,MF,26,1996,24,16,1409,15.7,8,5,13,8,0,0,2,1,0.51,0.32,0.83,0.51,0.83
Bundesliga,2223,Bayern Munich,Leon Goretzka,GER,MF,27,1995,27,22,1728,19.2,3,2,5,3,0,0,5,0,0.16,0.1,0.26,0.16,0.26
Bundesliga,2223,Bayern Munich,Leroy Sané,GER,MF,26,1996,32,20,2010,22.3,8,7,15,8,0,0,4,0,0.36,0.31,0.67,0.36,0.67
Bundesliga,2223,Bayern Munich,Lucas Hernández,FRA,DF,26,1996,7,6,476,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,Manuel Neuer,GER,GK,36,1986,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,Marcel Sabitzer,AUT,MF,28,1994,15,7,628,7.0,1,1,2,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29
Bundesliga,2223,Bayern Munich,Mathys Tel,FRA,MF,17,2005,22,1,417,4.6,5,0,5,5,0,0,2,0,1.08,0.0,1.08,1.08,1.08
Bundesliga,2223,Bayern Munich,Matthijs de Ligt,NED,DF,22,1999,31,27,2403,26.7,3,1,4,3,0,0,4,0,0.11,0.04,0.15,0.11,0.15
Bundesliga,2223,Bayern Munich,Noussair Mazraoui,MAR,DF,24,1997,19,11,1075,11.9,1,4,5,1,0,0,0,0,0.08,0.33,0.42,0.08,0.42
Bundesliga,2223,Bayern Munich,Paul Wanner,AUT,MF,16,2005,2,0,25,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,Ryan Gravenberch,NED,MF,20,2002,24,3,576,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,Sadio Mané,SEN,"MF,FW",30,1992,25,18,1425,15.8,7,5,12,6,1,2,2,0,0.44,0.32,0.76,0.38,0.69
Bundesliga,2223,Bayern Munich,Serge Gnabry,GER,"MF,FW",27,1995,34,22,1941,21.6,14,5,19,13,1,1,0,0,0.65,0.23,0.88,0.6,0.83
Bundesliga,2223,Bayern Munich,Sven Ulreich,GER,GK,33,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bayern Munich,Thomas Müller,GER,"MF,FW",32,1989,27,21,1665,18.5,7,8,15,7,0,0,0,0,0.38,0.43,0.81,0.38,0.81
Bundesliga,2223,Bayern Munich,Yann Sommer,SUI,GK,33,1988,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Anthony Losilla,FRA,MF,36,1986,31,31,2720,30.2,2,2,4,2,0,0,6,1,0.07,0.07,0.13,0.07,0.13
Bundesliga,2223,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",28,1994,29,22,1981,22.0,3,6,9,3,0,0,2,0,0.14,0.27,0.41,0.14,0.41
Bundesliga,2223,Bochum,Cristian Gamboa,CRC,DF,32,1989,19,17,1477,16.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Danilo Soares,BRA,DF,30,1991,23,23,1766,19.6,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Dominique Heintz,GER,DF,28,1993,11,8,795,8.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Erhan Mašović,SRB,"DF,MF",23,1998,29,23,2178,24.2,4,0,4,4,0,0,3,0,0.17,0.0,0.17,0.17,0.17
Bundesliga,2223,Bochum,Gerrit Holtmann,PHI,"MF,FW",27,1995,23,8,945,10.5,1,1,2,1,0,0,0,0,0.1,0.1,0.19,0.1,0.19
Bundesliga,2223,Bochum,Ivan Ordets,UKR,DF,30,1992,30,28,2449,27.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Jacek Góralski,POL,MF,29,1992,4,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Jannes Horn,GER,DF,25,1997,2,1,59,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Jordi Osei-Tutu,ENG,"MF,DF",23,1998,20,8,749,8.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Keven Schlotterbeck,GER,DF,25,1997,13,8,734,8.2,2,0,2,2,0,0,3,0,0.25,0.0,0.25,0.25,0.25
Bundesliga,2223,Bochum,Kevin Stöger,AUT,MF,28,1993,32,29,2599,28.9,5,3,8,2,3,3,3,0,0.17,0.1,0.28,0.07,0.17
Bundesliga,2223,Bochum,Kostas Stafylidis,GRE,"DF,MF",28,1993,19,11,1043,11.6,0,2,2,0,0,0,4,0,0.0,0.17,0.17,0.0,0.17
Bundesliga,2223,Bochum,Manuel Riemann,GER,GK,33,1988,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Moritz Broschinski,GER,FW,21,2000,11,0,213,2.4,2,0,2,2,0,0,1,0,0.85,0.0,0.85,0.85,0.85
Bundesliga,2223,Bochum,Patrick Osterhage,GER,MF,22,2000,23,11,1029,11.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Philipp Förster,GER,MF,27,1995,25,15,1309,14.5,3,7,10,3,0,0,4,0,0.21,0.48,0.69,0.21,0.69
Bundesliga,2223,Bochum,Philipp Hofmann,GER,FW,29,1993,34,31,2631,29.2,8,2,10,8,0,0,5,0,0.27,0.07,0.34,0.27,0.34
Bundesliga,2223,Bochum,Pierre Kunde,CMR,MF,27,1995,12,3,377,4.2,1,0,1,1,0,0,0,0,0.24,0.0,0.24,0.24,0.24
Bundesliga,2223,Bochum,Saidy Janko,GAM,DF,26,1995,20,12,1134,12.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Silvère Ganvoula M'Boussy,CGO,FW,26,1996,16,0,247,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Simon Zoller,GER,"FW,MF",31,1991,27,19,1457,16.2,3,2,5,3,0,0,5,0,0.19,0.12,0.31,0.19,0.31
Bundesliga,2223,Bochum,Takuma Asano,JPN,"MF,FW",27,1994,25,21,1713,19.0,3,3,6,3,0,0,1,0,0.16,0.16,0.32,0.16,0.32
Bundesliga,2223,Bochum,Tim Oermann,GER,DF,18,2003,4,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Bochum,Vassilis Lambropoulos,GRE,DF,32,1990,15,7,627,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Alexander Meyer,GER,GK,31,1991,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Anthony Modeste,FRA,FW,34,1988,19,7,813,9.0,2,1,3,2,0,0,4,0,0.22,0.11,0.33,0.22,0.33
Bundesliga,2223,Dortmund,Antonios Papadopoulos,GER,"DF,MF",22,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Donyell Malen,NED,"MF,FW",23,1999,26,22,1706,19.0,9,6,15,9,0,0,0,0,0.47,0.32,0.79,0.47,0.79
Bundesliga,2223,Dortmund,Emre Can,GER,MF,28,1994,27,20,1900,21.1,2,1,3,1,1,1,8,0,0.09,0.05,0.14,0.05,0.09
Bundesliga,2223,Dortmund,Felix Passlack,GER,"DF,MF",24,1998,3,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Gio Reyna,USA,MF,19,2002,22,4,625,6.9,7,2,9,6,1,1,2,0,1.01,0.29,1.3,0.86,1.15
Bundesliga,2223,Dortmund,Gregor Kobel,SUI,GK,24,1997,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Jamie Gittens,ENG,"MF,FW",17,2004,15,4,533,5.9,3,1,4,3,0,0,1,0,0.51,0.17,0.68,0.51,0.68
Bundesliga,2223,Dortmund,Jude Bellingham,ENG,MF,19,2003,31,30,2691,29.9,8,4,12,7,1,1,8,0,0.27,0.13,0.4,0.23,0.37
Bundesliga,2223,Dortmund,Julian Brandt,GER,MF,26,1996,32,29,2397,26.6,9,8,17,9,0,0,2,0,0.34,0.3,0.64,0.34,0.64
Bundesliga,2223,Dortmund,Julian Ryerson,NOR,DF,24,1997,17,17,1410,15.7,1,1,2,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13
Bundesliga,2223,Dortmund,Julien Duranville,BEL,FW,16,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Justin Njinmah,GER,"FW,MF",21,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Karim Adeyemi,GER,"MF,FW",20,2002,24,20,1386,15.4,6,5,11,6,0,1,9,0,0.39,0.32,0.71,0.39,0.71
Bundesliga,2223,Dortmund,Mahmoud Dahoud,GER,MF,26,1996,9,4,337,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Marco Pašalić,CRO,MF,21,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Marco Reus,GER,MF,33,1989,25,14,1353,15.0,6,4,10,5,1,1,4,0,0.4,0.27,0.67,0.33,0.6
Bundesliga,2223,Dortmund,Marius Wolf,GER,DF,27,1995,25,17,1570,17.4,1,1,2,1,0,0,2,0,0.06,0.06,0.11,0.06,0.11
Bundesliga,2223,Dortmund,Mats Hummels,GER,DF,33,1988,30,24,2018,22.4,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04
Bundesliga,2223,Dortmund,Nico Schlotterbeck,GER,DF,22,1999,28,27,2252,25.0,4,5,9,4,0,0,3,0,0.16,0.2,0.36,0.16,0.36
Bundesliga,2223,Dortmund,Niklas Süle,GER,DF,26,1995,29,23,2118,23.5,2,3,5,2,0,0,2,0,0.08,0.13,0.21,0.08,0.21
Bundesliga,2223,Dortmund,Raphaël Guerreiro,POR,"DF,MF",28,1993,27,26,2290,25.4,4,12,16,4,0,0,4,0,0.16,0.47,0.63,0.16,0.63
Bundesliga,2223,Dortmund,Salih Özcan,TUR,MF,24,1998,26,17,1576,17.5,0,1,1,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06
Bundesliga,2223,Dortmund,Soumaïla Coulibaly,FRA,DF,18,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Sébastien Haller,CIV,FW,28,1994,19,15,1225,13.6,9,3,12,9,0,1,1,0,0.66,0.22,0.88,0.66,0.88
Bundesliga,2223,Dortmund,Thomas Meunier,BEL,"DF,MF",30,1991,10,7,585,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Thorgan Hazard,BEL,"MF,DF",29,1993,14,2,464,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Tom Rothe,GER,MF,17,2004,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Dortmund,Youssoufa Moukoko,GER,FW,17,2004,26,11,1141,12.7,7,3,10,7,0,0,0,0,0.55,0.24,0.79,0.55,0.79
Bundesliga,2223,Eintracht Frankfurt,Almamy Touré,MLI,DF,26,1996,7,5,398,4.4,0,1,1,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23
Bundesliga,2223,Eintracht Frankfurt,Ansgar Knauff,GER,MF,20,2002,24,14,1286,14.3,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14
Bundesliga,2223,Eintracht Frankfurt,Aurélio Buta,POR,MF,25,1997,18,15,1318,14.6,3,2,5,3,0,0,3,0,0.2,0.14,0.34,0.2,0.34
Bundesliga,2223,Eintracht Frankfurt,Christopher Lenz,GER,"MF,DF",27,1994,24,13,1290,14.3,0,2,2,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14
Bundesliga,2223,Eintracht Frankfurt,Daichi Kamada,JPN,MF,25,1996,32,25,2265,25.2,9,6,15,6,3,3,3,0,0.36,0.24,0.6,0.24,0.48
Bundesliga,2223,Eintracht Frankfurt,Dario Gebuhr,GER,DF,19,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Eintracht Frankfurt,Diant Ramaj,GER,GK,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Eintracht Frankfurt,Djibril Sow,SUI,MF,25,1997,32,30,2646,29.4,4,0,4,4,0,0,9,0,0.14,0.0,0.14,0.14,0.14
Bundesliga,2223,Eintracht Frankfurt,Faride Alidou,GER,FW,21,2001,15,0,182,2.0,0,1,1,0,0,0,0,0,0.0,0.49,0.49,0.0,0.49
Bundesliga,2223,Eintracht Frankfurt,Filip Kostić,SRB,MF,29,1992,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Bundesliga,2223,Eintracht Frankfurt,Hrvoje Smolčić,CRO,DF,21,2000,9,4,471,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
